"Year","Afghanistan","Angola","Albania","UnitedArabEmirates","Argentina","Armenia","Australia","Austria","Azerbaijan","Burundi","Belgium","Benin","BurkinaFaso","Bangladesh","Bulgaria","Bahrain","BosniaandHerzegovina","Belarus","Bolivia(PlurinationalStateof)","Brazil","Barbados","Botswana","CentralAfricanRepublic","Canada","Switzerland","Chile","China","Côted'Ivoire","Cameroon","D.R.oftheCongo","Congo","Colombia","Comoros","CaboVerde","CostaRica","Czechoslovakia","Cuba","Cyprus","CzechRepublic","Germany","Djibouti","Dominica","Denmark","DominicanRepublic","Algeria","Ecuador","Egypt","Spain","Estonia","Ethiopia","Finland","France","Gabon","UnitedKingdom","Georgia","Ghana","Guinea","Gambia","Guinea-Bissau","EquatorialGuinea","Greece","Guatemala","ChinaHongKongSAR","Honduras","Croatia","Haiti","Hungary","Indonesia","India","Ireland","Iran(IslamicRepublicof)","Iraq","Iceland","Israel","Italy","Jamaica","Jordan","Japan","Kazakhstan","Kenya","Kyrgyzstan","Cambodia","RepublicofKorea","Kuwait","LaoPeople'sDR","Lebanon","Liberia","Libya","SaintLucia","SriLanka","Lesotho","Lithuania","Luxembourg","Latvia","Morocco","RepublicofMoldova","Madagascar","Mexico","TFYRofMacedonia","Mali","Malta","Myanmar","Montenegro","Mongolia","Mozambique","Mauritania","Mauritius","Malawi","Malaysia","Namibia","Niger","Nigeria","Nicaragua","Netherlands","Norway","Nepal","NewZealand","Oman","Pakistan","Panama","Peru","Philippines","Poland","PuertoRico","D.P.R.ofKorea","Portugal","Paraguay","StateofPalestine","Qatar","Romania","RussianFederation","Rwanda","SaudiArabia","Sudan(Former)","Senegal","Singapore","SierraLeone","ElSalvador","Serbia","SaoTomeandPrincipe","FormerUSSR","Slovakia","Slovenia","Sweden","Swaziland","Seychelles","SyrianArabRepublic","Chad","Togo","Thailand","Tajikistan","Turkmenistan","TrinidadandTobago","Tunisia","Turkey","TaiwanProvinceofChina","U.R.ofTanzania:Mainland","Uganda","Ukraine","Uruguay","UnitedStates","Uzbekistan","Venezuela(BolivarianRepublicof)","VietNam","Yemen","FormerYugoslavia","SouthAfrica","Zambia","Zimbabwe"
"1628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643","","1947","","","","","","","","","","","","","","","","","","","","","2442","","","","","","","","","","","","","","","","","","","","","","","1078","","","","","","","","","","","","","","","","3441","","","","","","","1066","","848","","","1255","","","","","","","","","","","","","","","","","","1420","","","","","","","","","","","","","","","","","","","","","","","","",""
"1629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643","","1430","","","","","","","","","","","","","","","","","","","","","2404","","","","","","","","","","","","","","","","","","","","","","","1089","","","","","","","","","","","","","","","","3288","","","","","","","1062","","859","","","1310","","","","","","","","","","","","","","","","","","1385","","","","","","","","","","","","","","","","","","","","","","","","",""
"1630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643","","1416","","","","","","","","","","","","","","","","","","","","","2558","","","","","","","","","","","","","","","","","","","","","","","1121","","","","","","","","","","","","","","","","3198","","","","","","","1046","","872","","","1251","","","","","","","","","","","","","","","","","","1423","","","","","","","","","","","","","","","","","","","","","","","","",""
"1631","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643","","1451","","","","","","","","","","","","","","","","","","","","","2703","","","","","","","","","","","","","","","","","","","","","","","1121","","","","","","","","","","","","","","","","4188","","","","","","","1070","","883","","","1146","","","","","","","","","","","","","","","","","","1597","","","","","","","","","","","","","","","","","","","","","","","","",""
"1632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1643","","1630","","","","","","","","","","","","","","","","","","","","","2857","","","","","","","","","","","","","","","","","","","","","","","1117","","","","","","","","","","","","","","","","3854","","","","","","","1087","","893","","","1116","","","","","","","","","","","","","","","","","","1605","","","","","","","","","","","","","","","","","","","","","","","","",""
"1633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1501","","","","","","","","","","","","","","","","","","","","","2849","","","","","","","","","","","","","","","","","","","","","","","1119","","","","","","","","","","","","","","","","4184","","","","","","","1109","","905","","","1230","","","","","","","","","","","","","","","","","","1554","","","","","","","","","","","","","","","","","","","","","","","","",""
"1634","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1519","","","","","","","","","","","","","","","","","","","","","2895","","","","","","","","","","","","","","","","","","","","","","","1117","","","","","","","","","","","","","","","","4006","","","","","","","1098","","912","","","1405","","","","","","","","","","","","","","","","","","1505","","","","","","","","","","","","","","","","","","","","","","","","",""
"1635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1376","","","","1659","","1571","","","","","","","","","","","","","","","","","","","","","2596","","","","","","","","","","","","","","","","","","","","","","","1137","","","","","","","","","","","","","","","","4373","","","","","","","1202","","921","","","1308","","","","","","","","","","","","","","","","","","1629","","","","","","","","","","","","","","","","","","","","","","","","",""
"1636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1526","","","","","","","","","","","","","","","","","","","","","2657","","","","","","","","","","","","","","","","","","","","","","","1152","","","","","","","","","","","","","","","","4094","","","","","","","1202","","925","","","1129","","","","","","","","","","","","","","","","","","1780","","","","","","","","","","","","","","","","","","","","","","","","",""
"1637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1476","","","","","","","","","","","","","","","","","","","","","2757","","","","","","","","","","","","","","","","","","","","","","","1129","","","","","","","","","","","","","","","","3503","","","","","","","1168","","928","","","1184","","","","","","","","","","","","","","","","","","1773","","","","","","","","","","","","","","","","","","","","","","","","",""
"1638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1624","","","","","","","","","","","","","","","","","","","","","2880","","","","","","","","","","","","","","","","","","","","","","","1098","","","","","","","","","","","","","","","","3916","","","","","","","1143","","931","","","1334","","","","","","","","","","","","","","","","","","1701","","","","","","","","","","","","","","","","","","","","","","","","",""
"1639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1640","","","","","","","","","","","","","","","","","","","","","2880","","","","","","","","","","","","","","","","","","","","","","","1092","","","","","","","","","","","","","","","","3852","","","","","","","1132","","934","","","1436","","","","","","","","","","","","","","","","","","1677","","","","","","","","","","","","","","","","","","","","","","","","",""
"1640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1683","","","","","","","","","","","","","","","","","","","","","2942","","","","","","","","","","","","","","","","","","","","","","","1090","","","","","","","","","","","","","","","","3532","","","","","","","1073","","929","","","1425","","","","","","","","","","","","","","","","","","1701","","","","","","","","","","","","","","","","","","","","","","","","",""
"1641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1499","","","","","","","","","","","","","","","","","","","","","3003","","","","","","","","","","","","","","","","","","","","","","","1090","","","","","","","","","","","","","","","","3920","","","","","","","1188","","921","","","1612","","","","","","","","","","","","","","","","","","1602","","","","","","","","","","","","","","","","","","","","","","","","",""
"1642","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","1635","","","","","","","","","","","","","","","","","","","","","2819","","","","","","","","","","","","","","","","","","","","","","","1092","","","","","","","","","","","","","","","","4047","","","","","","","1172","","921","","","1504","","","","","","","","","","","","","","","","","","1615","","","","","","","","","","","","","","","","","","","","","","","","",""
"1643","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","1725","","","","","","","","","","","","","","","","","","","","","2657","","","","","","","","","","","","","","","","","","","","","","","1090","","","","","","","","","","","","","","","","3914","","","","","","","1178","","917","","","1598","","","","","","","","","","","","","","","","","","1670","","","","","","","","","","","","","","","","","","","","","","","","",""
"1644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1745","","","","","","","","","","","","","","","","","","","","","2665","","","","","","","","","","","","","","","","","","","","","","","1087","","","","","","","","","","","","","","","","4307","","","","","","","1103","","913","","","1539","","","","","","","","","","","","","","","","","","1760","","","","","","","","","","","","","","","","","","","","","","","","",""
"1645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1287","","","","1745","","1511","","","","","","","","","","","","","","","","","","","","","2757","","","","","","","","","","","","","","","","","","","","","","","1081","","","","","","","","","","","","","","","","3953","","","","","","","1093","","901","","","1576","","","","","","","","","","","","","","","","","","1749","","","","","","","","","","","","","","","","","","","","","","","","",""
"1646","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1524","","","","","","","","","","","","","","","","","","","","","2788","","","","","","","","","","","","","","","","","","","","","","","1078","","","","","","","","","","","","","","","","3879","","","","","","","1098","","897","","","1511","","","","","","","","","","","","","","","","","","1659","","","","","","","","","","","","","","","","","","","","","","","","",""
"1647","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1515","","","","","","","","","","","","","","","","","","","","","2657","","","","","","","","","","","","","","","","","","","","","","","1089","","","","","","","","","","","","","","","","3964","","","","","","","1033","","897","","","1500","","","","","","","","","","","","","","","","","","1715","","","","","","","","","","","","","","","","","","","","","","","","",""
"1648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1535","","","","","","","","","","","","","","","","","","","","","2542","","","","","","","","","","","","","","","","","","","","","","","1117","","","","","","","","","","","","","","","","4202","","","","","","","1116","","896","","","1479","","","","","","","","","","","","","","","","","","1597","","","","","","","","","","","","","","","","","","","","","","","","",""
"1649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1508","","","","","","","","","","","","","","","","","","","","","2488","","","","","","","","","","","","","","","","","","","","","","","1146","","","","","","","","","","","","","","","","4055","","","","","","","1087","","901","","","1448","","","","","","","","","","","","","","","","","","1479","","","","","","","","","","","","","","","","","","","","","","","","",""
"1650","","","","","","","","","","","2303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1511","","","","","","","","","","","1246","1659","","1446","","","","","","","","","","","","","","","1189","","","","","","2465","","","","","","","","","","","","","","","","","","","","","","","1172","","","","","","","","","","","","","","","","4316","","","","","","","1062","","901","","","1322","","","","","","","","","","","","","","","","","","1388","","","","","","","","","","","832","","","","","","897","","","","","","","",""
"1651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1527","","","","","","","","","","","","","","","","","","","","","2719","","","","","","","","","","","","","","","","","","","","","","","1164","","","","","","","","","","","","","","","","3988","","","","","","","1007","","909","","","1259","","","","","","","","","","","","","","","","","","1398","","","","","","","","","","","","","","","","","","","","","","","","",""
"1652","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1720","","","","","","","","","","","","","","","","","","","","","2742","","","","","","","","","","","","","","","","","","","","","","","1167","","","","","","","","","","","","","","","","3392","","","","","","","1023","","917","","","1349","","","","","","","","","","","","","","","","","","1465","","","","","","","","","","","","","","","","","","","","","","","","",""
"1653","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1920","","","","","","","","","","","","","","","","","","","","","2711","","","","","","","","","","","","","","","","","","","","","","","1165","","","","","","","","","","","","","","","","3630","","","","","","","1039","","920","","","1389","","","","","","","","","","","","","","","","","","1878","","","","","","","","","","","","","","","","","","","","","","","","",""
"1654","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659","","1903","","","","","","","","","","","","","","","","","","","","","2742","","","","","","","","","","","","","","","","","","","","","","","1165","","","","","","","","","","","","","","","","3421","","","","","","","1050","","928","","","1485","","","","","","","","","","","","","","","","","","1977","","","","","","","","","","","","","","","","","","","","","","","","",""
"1655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1412","","","","1659","","1982","","","","","","","","","","","","","","","","","","","","","2750","","","","","","","","","","","","","","","","","","","","","","","1168","","","","","","","","","","","","","","","","3525","","","","","","","1009","","934","","","1436","","","","","","","","","","","","","","","","","","2080","","","","","","","","","","","","","","","","","","","","","","","","",""
"1656","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1835","","","","","","","","","","","","","","","","","","","","","2673","","","","","","","","","","","","","","","","","","","","","","","1162","","","","","","","","","","","","","","","","3349","","","","","","","1022","","947","","","1436","","","","","","","","","","","","","","","","","","1863","","","","","","","","","","","","","","","","","","","","","","","","",""
"1657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1727","","","","","","","","","","","","","","","","","","","","","2596","","","","","","","","","","","","","","","","","","","","","","","1146","","","","","","","","","","","","","","","","3034","","","","","","","1031","","947","","","1490","","","","","","","","","","","","","","","","","","1715","","","","","","","","","","","","","","","","","","","","","","","","",""
"1658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1702","","","","","","","","","","","","","","","","","","","","","2573","","","","","","","","","","","","","","","","","","","","","","","1148","","","","","","","","","","","","","","","","3070","","","","","","","1054","","942","","","1462","","","","","","","","","","","","","","","","","","1819","","","","","","","","","","","","","","","","","","","","","","","","",""
"1659","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1441","","","","","","","","","","","","","","","","","","","","","2573","","","","","","","","","","","","","","","","","","","","","","","1157","","","","","","","","","","","","","","","","3097","","","","","","","952","","934","","","1432","","","","","","","","","","","","","","","","","","1753","","","","","","","","","","","","","","","","","","","","","","","","",""
"1660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1578","","","","","","","","","","","","","","","","","","","","","2619","","","","","","","","","","","","","","","","","","","","","","","1172","","","","","","","","","","","","","","","","3168","","","","","","","899","","923","","","1460","","","","","","","","","","","","","","","","","","1726","","","","","","","","","","","","","","","","","","","","","","","","",""
"1661","","","","","","","","","","","","","","","","","","","","","","","","","","","1330","","","","","","","","","","","","","","","","","","","","","","","","","1677","","1610","","","","","","","","","","","","","","","","","","","","","2673","","","","","","","","","","","","","","","","","","","","","","","1181","","","","","","","","","","","","","","","","3173","","","","","","","918","","912","","","1490","","","","","","","","","","","","","","","","","","1645","","","","","","","","","","","","","","","","","","","","","","","","",""
"1662","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","1664","","","","","","","","","","","","","","","","","","","","","2696","","","","","","","","","","","","","","","","","","","","","","","1180","","","","","","","","","","","","","","","","3561","","","","","","","945","","901","","","1348","","","","","","","","","","","","","","","","","","1712","","","","","","","","","","","","","","","","","","","","","","","","",""
"1663","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1959","","","","","","","","","","","","","","","","","","","","","2688","","","","","","","","","","","","","","","","","","","","","","","1176","","","","","","","","","","","","","","","","3811","","","","","","","991","","891","","","1522","","","","","","","","","","","","","","","","","","1639","","","","","","","","","","","","","","","","","","","","","","","","",""
"1664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1828","","","","","","","","","","","","","","","","","","","","","2680","","","","","","","","","","","","","","","","","","","","","","","1216","","","","","","","","","","","","","","","","3412","","","","","","","953","","880","","","1613","","","","","","","","","","","","","","","","","","1650","","","","","","","","","","","","","","","","","","","","","","","","",""
"1665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1251","","","","1728","","1907","","","","","","","","","","","","","","","","","","","","","2711","","","","","","","","","","","","","","","","","","","","","","","1278","","","","","","","","","","","","","","","","3266","","","","","","","1014","","866","","","1523","","","","","","","","","","","","","","","","","","1717","","","","","","","","","","","","","","","","","","","","","","","","",""
"1666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","2135","","","","","","","","","","","","","","","","","","","","","2788","","","","","","","","","","","","","","","","","","","","","","","1336","","","","","","","","","","","","","","","","3176","","","","","","","1189","","845","","","1483","","","","","","","","","","","","","","","","","","1717","","","","","","","","","","","","","","","","","","","","","","","","",""
"1667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","2196","","","","","","","","","","","","","","","","","","","","","2796","","","","","","","","","","","","","","","","","","","","","","","1379","","","","","","","","","","","","","","","","3402","","","","","","","1294","","827","","","1405","","","","","","","","","","","","","","","","","","1734","","","","","","","","","","","","","","","","","","","","","","","","",""
"1668","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1940","","","","","","","","","","","","","","","","","","","","","2765","","","","","","","","","","","","","","","","","","","","","","","1388","","","","","","","","","","","","","","","","3671","","","","","","","1250","","811","","","1576","","","","","","","","","","","","","","","","","","1761","","","","","","","","","","","","","","","","","","","","","","","","",""
"1669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1991","","","","","","","","","","","","","","","","","","","","","2673","","","","","","","","","","","","","","","","","","","","","","","1406","","","","","","","","","","","","","","","","3448","","","","","","","928","","805","","","1747","","","","","","","","","","","","","","","","","","1835","","","","","","","","","","","","","","","","","","","","","","","","",""
"1670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1934","","","","","","","","","","","","","","","","","","","","","2634","","","","","","","","","","","","","","","","","","","","","","","1428","","","","","","","","","","","","","","","","3476","","","","","","","1087","","800","","","1718","","","","","","","","","","","","","","","","","","1838","","","","","","","","","","","","","","","","","","","","","","","","",""
"1671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1873","","","","","","","","","","","","","","","","","","","","","2673","","","","","","","","","","","","","","","","","","","","","","","1451","","","","","","","","","","","","","","","","3235","","","","","","","1030","","792","","","1640","","","","","","","","","","","","","","","","","","1831","","","","","","","","","","","","","","","","","","","","","","","","",""
"1672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1860","","","","","","","","","","","","","","","","","","","","","2696","","","","","","","","","","","","","","","","","","","","","","","1457","","","","","","","","","","","","","","","","2923","","","","","","","1052","","784","","","1693","","","","","","","","","","","","","","","","","","1664","","","","","","","","","","","","","","","","","","","","","","","","",""
"1673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1897","","","","","","","","","","","","","","","","","","","","","2711","","","","","","","","","","","","","","","","","","","","","","","1466","","","","","","","","","","","","","","","","3171","","","","","","","1063","","800","","","1692","","","","","","","","","","","","","","","","","","1637","","","","","","","","","","","","","","","","","","","","","","","","",""
"1674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","1806","","","","","","","","","","","","","","","","","","","","","2688","","","","","","","","","","","","","","","","","","","","","","","1474","","","","","","","","","","","","","","","","3522","","","","","","","1023","","810","","","1685","","","","","","","","","","","","","","","","","","1750","","","","","","","","","","","","","","","","","","","","","","","","",""
"1675","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1287","","","","1745","","1853","","","","","","","","","","","","","","","","","","","","","2542","","","","","","","","","","","","","","","","","","","","","","","1449","","","","","","","","","","","","","","","","3472","","","","","","","1020","","824","","","1693","","","","","","","","","","","","","","","","","","1753","","","","","","","","","","","","","","","","","","","","","","","","",""
"1676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","2191","","","","","","","","","","","","","","","","","","","","","2565","","","","","","","","","","","","","","","","","","","","","","","1396","","","","","","","","","","","","","","","","3409","","","","","","","1111","","848","","","1744","","","","","","","","","","","","","","","","","","1820","","","","","","","","","","","","","","","","","","","","","","","","",""
"1677","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745","","2029","","","","","","","","","","","","","","","","","","","","","2473","","","","","","","","","","","","","","","","","","","","","","","1350","","","","","","","","","","","","","","","","3144","","","","","","","1157","","880","","","1742","","","","","","","","","","","","","","","","","","1760","","","","","","","","","","","","","","","","","","","","","","","","",""
"1678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1728","","2103","","","","","","","","","","","","","","","","","","","","","2473","","","","","","","","","","","","","","","","","","","","","","","1326","","","","","","","","","","","","","","","","3385","","","","","","","1097","","910","","","1700","","","","","","","","","","","","","","","","","","1744","","","","","","","","","","","","","","","","","","","","","","","","",""
"1679","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1963","","","","","","","","","","","","","","","","","","","","","2527","","","","","","","","","","","","","","","","","","","","","","","1318","","","","","","","","","","","","","","","","3209","","","","","","","1250","","952","","","1562","","","","","","","","","","","","","","","","","","1779","","","","","","","","","","","","","","","","","","","","","","","","",""
"1680","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","2209","","","","","","","","","","","","","","","","","","","","","2535","","","","","","","","","","","","","","","","","","","","","","","1301","","","","","","","","","","","","","","","","3549","","","","","","","1079","","988","","","1609","","","","","","","","","","","","","","","","","","1876","","","","","","","","","","","","","","","","","","","","","","","","",""
"1681","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","2004","","","","","","","","","","","","","","","","","","","","","2604","","","","","","","","","","","","","","","","","","","","","","","1256","","","","","","","","","","","","","","","","3376","","","","","","","1122","","1011","","","1532","","","","","","","","","","","","","","","","","","1852","","","","","","","","","","","","","","","","","","","","","","","","",""
"1682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","2150","","","","","","","","","","","","","","","","","","","","","2634","","","","","","","","","","","","","","","","","","","","","","","1223","","","","","","","","","","","","","","","","3369","","","","","","","1095","","1031","","","1682","","","","","","","","","","","","","","","","","","1867","","","","","","","","","","","","","","","","","","","","","","","","",""
"1683","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","2323","","","","","","","","","","","","","","","","","","","","","2657","","","","","","","","","","","","","","","","","","","","","","","1213","","","","","","","","","","","","","","","","3347","","","","","","","1140","","1044","","","1674","","","","","","","","","","","","","","","","","","1798","","","","","","","","","","","","","","","","","","","","","","","","",""
"1684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1946","","","","","","","","","","","","","","","","","","","","","2573","","","","","","","","","","","","","","","","","","","","","","","1218","","","","","","","","","","","","","","","","3291","","","","","","","1152","","1041","","","1663","","","","","","","","","","","","","","","","","","1602","","","","","","","","","","","","","","","","","","","","","","","","",""
"1685","","","","","","","","","","","","","","","","","","","","","","","","","","","1280","","","","","","","","","","","","","","","","","","","","","1340","","","","1710","","2110","","","","","","","","","","","","","","","","","","","","","2458","","","","","","","","","","","","","","","","","","","","","","","1258","","","","","","","","","","","","","","","","3610","","","","","","","1057","","1047","","","1469","","","","","","","","","","","","","","","","","","1752","","","","","","","","","","","","","","","","","","","","","","","","",""
"1686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","1949","","","","","","","","","","","","","","","","","","","","","2527","","","","","","","","","","","","","","","","","","","","","","","1274","","","","","","","","","","","","","","","","3684","","","","","","","1034","","1055","","","1545","","","","","","","","","","","","","","","","","","1886","","","","","","","","","","","","","","","","","","","","","","","","",""
"1687","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","2169","","","","","","","","","","","","","","","","","","","","","2657","","","","","","","","","","","","","","","","","","","","","","","1269","","","","","","","","","","","","","","","","3630","","","","","","","928","","1060","","","1672","","","","","","","","","","","","","","","","","","1811","","","","","","","","","","","","","","","","","","","","","","","","",""
"1688","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","2333","","","","","","","","","","","","","","","","","","","","","2634","","","","","","","","","","","","","","","","","","","","","","","1270","","","","","","","","","","","","","","","","3817","","","","","","","944","","1057","","","2071","","","","","","","","","","","","","","","","","","1803","","","","","","","","","","","","","","","","","","","","","","","","",""
"1689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","2233","","","","","","","","","","","","","","","","","","","","","2627","","","","","","","","","","","","","","","","","","","","","","","1286","","","","","","","","","","","","","","","","3742","","","","","","","928","","1052","","","2114","","","","","","","","","","","","","","","","","","1870","","","","","","","","","","","","","","","","","","","","","","","","",""
"1690","","","","","","","","","","","","","","","","","","","","","","","","","","","1413","","","","","","","","","","295","","","","","","","","","","","","","","","1710","","2386","","","","","","","","","","","","","","","","","","","","","2473","","","","","","","","","","","","","","","","","","","","","","","1278","","","","","","","","","","","","","","","","3915","","","","","","","945","","1028","","","1954","","","","","","","","","","","","","","","","","","1881","","","","","","","","","","","","","","","","","","","","","","","","",""
"1691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","2400","","","","","","","","","","","","","","","","","","","","","2481","","","","","","","","","","","","","","","","","","","","","","","1267","","","","","","","","","","","","","","","","3840","","","","","","","991","","1007","","","1968","","","","","","","","","","","","","","","","","","1980","","","","","","","","","","","","","","","","","","","","","","","","",""
"1692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","2595","","","","","","","","","","","","","","","","","","","","","2542","","","","","","","","","","","","","","","","","","","","","","","1304","","","","","","","","","","","","","","","","3653","","","","","","","995","","999","","","2009","","","","","","","","","","","","","","","","","","1938","","","","","","","","","","","","","","","","","","","","","","","","",""
"1693","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","","2197","","","","","","","","","","","","","","","","","","","","","2511","","","","","","","","","","","","","","","","","","","","","","","1326","","","","","","","","","","","","","","","","4093","","","","","","","939","","993","","","1872","","","","","","","","","","","","","","","","","","1685","","","","","","","","","","","","","","","","","","","","","","","","",""
"1694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1694","","2616","","","","","","","","","","","","","","","","","","","","","2419","","","","","","","","","","","","","","","","","","","","","","","1376","","","","","","","","","","","","","","","","3674","","","","","","","1111","","995","","","1867","","","","","","","","","","","","","","","","","","1742","","","","","","","","","","","","","","","","","","","","","","","","",""
